word	phonetic	chinese	english
capture	'kæptʃә	n. 抓取, 战利品, 捕获之物；vt. 抓取, 获得, 迷住；截获命令	n. the act of forcibly dispossessing an owner of property / n. a process whereby a star or planet holds an object in its gravitational field / n. any process in which an atomic or nuclear system acquires an additional particle
car	kɑ:	n. 汽车, 客车；车	n. a motor vehicle with four wheels; usually propelled by an internal combustion engine / n. a wheeled vehicle adapted to the rails of railroad / n. the compartment that is suspended from an airship and that carries personnel and the cargo and the power plant
carbohydrate	.kɑ:bәu'haidreit	n. 碳水化合物, 糖类；糖类; 碳水化合物	n. an essential structural component of living cells and source of energy for animals; includes simple sugars with small molecules as well as macromolecular substances; are classified according to the number of monosaccharide groups they contain
carbon	'kɑ:bәn	n. 碳, 副本, 复写纸；碳	n. an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds / n. a copy made with carbon paper
card	kɑ:d	n. 卡片, 纸牌, 节目单, 明信片, 梳棉机；vt. 备置卡片, 记于卡片上, 梳理；卡片, 卡	n. one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes / n. a card certifying the identity of the bearer / n. a rectangular piece of stiff paper used to send messages (may have printed greetings or pictures)
cardboard	'kɑ:dbɒ:d	n. 薄纸板；咭纸; 特等纸板; 卡纸板; 卡片纸板	n. a stiff moderately thick paper / s. without substance
cardiovascular	kɑ:diәu'væskjulә	a. 心血管的；心血管的	a. of or pertaining to or involving the heart and blood vessels
care	kєә	n. 小心, 照料, 忧虑；vi. 关心, 介意；vt. 在意, 喜欢	n. the work of providing treatment for or attending to someone or something / n. a cause for feeling concern / n. attention and management implying responsibility for safety
career	kә'riә	n. 事业, 生涯, 成功；职业, 专业, 履历	n. the particular occupation for which you are trained / n. the general progression of your working or professional life / v. move headlong at high speed
careful	'kєәful	a. 小心的, 谨慎的	a. exercising caution or showing care or attention / s. cautiously attentive / s. unhurried and with care and dignity
carefully	'kєәfuli	adv. 小心地, 谨慎地	r. taking care or paying attention
caregiver	ˈkeəgɪvə(r)	n. 照料者, 护理者	n. a person who is responsible for attending to the needs of a child or dependent adult
cargo	'kɑ:gәu	n. 货物；货柜	n. goods carried by a large vehicle
Caribbean	.kæri'bi:әn	n. 加勒比海；a. 加勒比海的, 加勒比人的	n. an arm of the Atlantic Ocean between North and South America; the origin of the Gulf stream / n. region including the Caribbean Islands
carpet	'kɑ:pit	n. 地毯, 地毯状物；vt. 铺以地毯, 铺盖	n. a natural object that resembles or suggests a carpet / v. form a carpet-like cover (over) / v. cover completely, as if with a carpet
carriage	'kæridʒ	n. 马车, 客车, 举止, 运输；搬运费, 运费	n. a vehicle with wheels drawn by one or more horses / n. characteristic way of bearing one's body / n. a machine part that carries something else
carrier	'kæriә	n. 运送者, 邮递员, 带菌者；载波	n. someone whose employment involves carrying something / n. a self-propelled wheeled vehicle designed specifically to carry something / n. an inactive substance that is a vehicle for a radioactive tracer of the same substance and that assists in its recovery after some chemical reaction
carrot	'kærәt	n. 胡萝卜；胡萝卜	n. deep orange edible root of the cultivated carrot plant / n. perennial plant widely cultivated as an annual in many varieties for its long conical orange edible roots; temperate and tropical regions / n. orange root; important source of carotene
carry	'kæri	n. 进位, 射程, 运载；vt. 携带, 运送, 支持, 传送, 包含；vi. 被携带, 能达到	n. the act of carrying something / v. have with oneself; have on one's person / v. serve as a means for expressing something
cart	kɑ:t	n. 二轮运货马车；vi. 驾运货马车；vt. 用车装载	n. a heavy open wagon usually having two wheels and drawn by an animal / v. transport something in a cart
cartoon	kɑ:'tu:n	n. 卡通画, 漫画；v. 画漫画	n. a humorous or satirical drawing published in a newspaper or magazine / n. a film made by photographing a series of cartoon drawings to give the illusion of movement when projected in rapid sequence / v. draw cartoons of
carve	kɑ:v	v. 雕刻, 切开	v. form by carving / v. engrave or cut by chipping away at a surface / v. cut to pieces
case	keis	n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子；vt. 装箱, 包盖	n. an occurrence of something / n. the actual state of things / n. a portable container for carrying several objects
cash	kæʃ	n. 现金；vt. 兑现	n. money in the form of bills or coins / n. prompt payment for goods or services in currency or by check / n. United States country music singer and songwriter (1932-2003)
casino	kә'si:nәu	n. 卡西诺赌场, 卡西诺牌戏	n. a public building for gambling and entertainment / n. a card game in which cards face up on the table are taken with eligible cards in the hand
cast	kɑ:st. kæst	n. 演员阵容, 投掷, 铸件, 预测, 特性；vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算；vi. 投, 计算, 浇铸成型	n. the actors in a play / n. the distinctive form in which a thing is made / n. bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal
casting	'kɑ:stiŋ	n. 投掷, 铸成品, 角色分配；浇铸; 铸品	n. the act of throwing a fishing line out over the water by means of a rod and reel / n. the choice of actors to play particular roles in a play or movie
castle	'kæsl. 'kɑ:sl	n. 城堡, 象棋中的车；vt. 置于城堡中, 盘踞于	n. a large building formerly occupied by a ruler and fortified against attack / n. (chess) the piece that can move any number of unoccupied squares in a direction parallel to the sides of the chessboard / n. interchanging the positions of the king and a rook
casual	'kæʒjuәl	a. 偶然的, 不经意的, 便装的；n. 临时工, 待命士兵	s. marked by blithe unconcern / s. without or seeming to be without plan or method; offhand / s. appropriate for ordinary or routine occasions
casually	'kæʒjuәli	adv. 偶然地, 临时地, 随便地	r. not methodically or according to plan / r. in an unconcerned manner
casualty	'kæʒjuәlti	n. 意外事故, 伤亡, 受害者；事故	n. someone injured or killed or captured or missing in a military engagement / n. someone injured or killed in an accident / n. a decrease of military personnel or equipment
cat	kæt	n. 猫, 恶妇；vi. 呕吐；计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版	n. feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats / n. a spiteful woman gossip / v. beat with a cat-o'-nine-tails
catalog	'kætәlɒg	n. 目录, 大学概况手册；vt. 编目录；目录; 编目	n. a book or pamphlet containing an enumeration of things / n. a complete list of things; usually arranged systematically
catalogue	'kætәlɒg	n. 目录, 大学情况一览；vt. 编入目录	v. make an itemized list or catalog of; classify / v. make a catalogue, compile a catalogue
catalyst	'kætәlist	n. 触媒, 接触剂, 催化剂, 刺激因素, 促进因素；催化剂	n. (chemistry) a substance that initiates or accelerates a chemical reaction without itself being affected / n. something that causes an important event to happen
catastrophe	kә'tæstrәfi	n. 大灾难, 大祸；突变	n. a state of extreme (usually irremediable) ruin and misfortune / n. a sudden violent change in the earth's surface
catastrophic	.kætә'strɒfik	a. 悲惨的, 灾难的	s. extremely harmful; bringing physical or financial ruin
catch	kætʃ	n. 捕捉, 陷阱, 捕捉之物, 抓, 拉手；vt. 捕捉, 赶上, 感染, 听清楚；vi. 抓住, 燃着	n. a drawback or difficulty that is not readily evident / n. the quantity that was caught / n. a person regarded as a good matrimonial prospect
catcher	'kætʃә	n. 捕手, 捕捉器；受器; 接受器	n. (baseball) the person who plays the position of catcher / n. the position on a baseball team of the player who is stationed behind home plate and who catches the balls that the pitcher throws
categorize	'kæti^әraiz	vt. 分类, 归类	v. place into or assign to a category
category	'kætigәri	n. 种类, 类项；分类	n. a general concept that marks divisions or coordinations in a conceptual scheme
cater	'keitә	v. 提供饮食及服务, 投合, 迎合	v. supply food ready to eat; for parties and banquets
cathedral	kә'θi:drәl	n. 大教堂	n. any large and important church / n. the principal Christian church building of a bishop's diocese / a. relating to or containing or issuing from a bishop's office or throne
catholic	'kæθәlik	n. 天主教徒；a. 天主教的, 普遍的, 广泛的, 宽宏大量的	n. a member of a Catholic church / a. of or relating to or supporting Catholicism / s. free from provincial prejudices or attachments
Catholicism	kә'θɒlisizm	n. 天主教的信仰	n. the beliefs and practices of a Catholic Church
cattle	kætl	n. 牛, 家畜；家畜	n. domesticated bovine animals as a group regardless of sex or age
cause	kɒ:z	n. 原因, 目标；vt. 引起, 使产生, 使遭受	n. events that provide the generative force that is the origin of something / n. a justification for something existing or happening / v. give rise to; cause to happen or occur, not always intentionally
caution	'kɒ:ʃәn	n. 小心, 慎重, 警示；vt. 警告；警告	n. the trait of being cautious; being attentive to possible danger / n. a warning against certain acts / n. judiciousness in avoiding harm or danger
cautious	'kɒ:ʃәs	a. 谨慎的, 小心的	a. showing careful forethought; never making swift decisions" / s. avoiding excess
cautiously	'kɒ:ʃәsli	adv. 慎重地	r. as if with kid gloves; with caution or prudence or tact
cave	keiv	n. 洞, 穴；vi. 凹陷, 塌落；vt. 挖洞, 使凹陷, 损坏...的基础	n. a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea / v. hollow out as if making a cave or opening / v. explore natural caves
cavity	'kæviti	n. 洞, 空穴, 腔；空穴	n. space that is surrounded by something / n. soft decayed area in a tooth; progressive decay can lead to the death of a tooth / n. (anatomy) a natural hollow or sinus within the body
cease	si:s	n. 停止；v. 停止, 终了	n. (`cease' is a noun only in the phrase `without cease') end
ceiling	'si:liŋ	n. 天花板；顶点, 顶线, 上限	n. the overhead upper surface of a covered space / n. (meteorology) altitude of the lowest layer of clouds / n. an upper limit on what is allowed
celebrate	'selibreit	v. 庆祝, 祝贺, 举行	v. have a celebration
